2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,44,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,44,44,44,44,44,44,44,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,44
2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,53,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,44
2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2e,2c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2e,2c,2d,2d,2d,2d,2d,2d,2d,2d,2e,2c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2e,2c,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,53,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,44
2d,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2c,2d,2d,2d,2d,0c,2d,2d,2d,2e,01,01,01,01,01,01,01,01,01,01,01,2c,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2c,2d,2d,2d,2d,2d,2d,2d,2d,2d,01,01,2c,2e,01,01,2c,2e,2c,2e,01,01,2c,2e,01,01,2d,2d,2d,2d,2d,2d,2e,01,01,01,2c,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,53,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2e,01,01,01,01,01,01,01,01,01,01,2c,2d,2d,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2c,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,44
2d,2e,01,01,00,01,01,01,01,01,01,02,04,01,01,02,04,01,01,02,04,01,01,01,01,01,01,01,00,01,01,2d,2d,2d,2d,0c,2d,2d,2e,01,01,02,04,01,02,04,01,02,04,01,01,01,2c,2d,2d,2d,2d,2d,0c,2d,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,2d,2d,2d,2d,2d,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,2d,2d,2d,2e,01,01,01,01,01,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,53,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,01,01,01,00,01,01,01,01,01,01,01,01,2d,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,2d,2d,2d,2e,2c,2d,0c,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,01,01,01,01,01,01,01,01,01,07,09,01,07,08,09,01,01,07,09,01,01,2d,44
2d,01,01,01,01,01,00,01,01,01,01,0f,10,01,01,0f,10,01,01,0f,10,01,01,01,01,01,00,01,01,01,01,2d,2d,2d,2d,0c,2d,2e,01,01,01,0f,10,01,0f,10,01,0f,10,01,01,01,01,2c,2d,2d,2d,2d,0c,2d,2e,01,01,01,01,01,01,0e,01,01,0e,01,01,0e,01,01,01,0e,01,2c,2d,2d,2d,2d,2d,2d,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2c,2d,2e,2c,2e,01,01,01,01,01,01,2c,0c,2d,3d,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,36,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2e,01,00,01,01,01,01,00,01,00,01,01,01,2c,2d,2e,01,01,01,01,01,01,0e,01,0e,01,0e,01,0e,01,01,01,01,01,01,01,2d,2d,2d,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,01,01,01,01,01,01,01,01,01,14,16,01,14,0b,16,01,01,14,16,01,01,2d,44
2d,01,01,01,00,01,01,01,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,01,01,01,00,01,01,2d,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2c,2e,01,01,2c,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,44,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,01,01,01,01,01,01,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,01,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,44
2d,01,01,01,01,01,00,01,01,01,01,01,02,04,01,01,01,01,02,04,01,01,01,01,01,01,00,01,01,01,01,2d,2d,01,01,01,01,01,01,01,01,01,02,04,01,02,04,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,0e,01,01,0e,01,01,0e,01,01,01,0e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,1a,1c,01,01,01,01,01,01,01,01,01,44,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,1b,1b,1c,01,00,01,01,01,01,00,01,00,01,01,01,1a,1b,1c,01,01,01,01,01,01,0e,01,0e,01,0e,01,0e,01,01,01,01,01,01,01,2d,01,01,01,3d,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,1b,1b,01,01,01,01,01,01,01,01,01,01,01,07,09,01,01,07,09,01,07,09,01,2d,44
2d,1c,01,01,00,01,01,01,01,01,01,01,0f,10,01,01,01,01,0f,10,01,01,01,01,01,01,01,01,00,01,01,2d,2d,01,01,01,01,01,01,01,01,01,0f,10,01,0f,10,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,1c,01,01,01,01,01,01,01,01,44,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,01,01,01,01,01,01,01,01,2d,2d,2d,01,01,01,00,01,01,01,01,01,01,01,01,2d,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,01,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,2d,2d,01,01,01,01,01,01,01,01,01,01,01,14,16,01,01,14,16,01,14,16,01,2d,44
2d,2d,1c,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,1a,2d,2d,1c,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,1a,1c,01,01,1a,1c,01,01,01,1a,1c,01,01,1a,1c,1a,1c,01,01,1a,1c,01,01,01,01,01,2d,2d,2d,1c,01,01,01,01,01,01,01,44,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,01,01,01,01,01,01,01,01,2d,2d,2d,1c,01,01,01,01,01,01,01,01,01,01,1a,2d,2d,2d,1c,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,1a,2d,1c,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,44
2d,2d,2d,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,2d,2d,2d,2d,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1c,1a,1b,1b,1b,1b,1b,1b,1b,0c,1b,1b,1b,1b,1b,1b,2d,2d,0c,1b,2d,2d,1b,1c,1a,2d,2d,1b,0c,2d,2d,2d,2d,1c,1a,2d,2d,1b,1b,1b,1b,1b,2d,2d,2d,2d,1b,1b,1b,1b,1b,1b,1b,44,01,01,01,01,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,1b,1b,1b,1b,1b,1b,1b,1b,2d,2d,2d,2d,1b,1b,1b,1b,0c,1b,1b,1b,1b,1b,2d,2d,2d,2d,2d,1b,0c,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,0c,1b,2d,2d,2d,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,2d,2d,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,2d,44
